<frozen runpy>:128: RuntimeWarning: 'abm.annotate.annotate_cli' found in sys.modules after import of package 'abm.annotate', but prior to execution of 'abm.annotate.annotate_cli'; this may result in unpredictable behaviour
09/12/2025 12:47:47 - INFO - 	 missing_keys: []
09/12/2025 12:49:34 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:34 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:34 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:35 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:35 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:36 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:36 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:36 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:36 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:37 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:37 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:39 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:40 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:40 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:40 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:40 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:40 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:40 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:41 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:41 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:41 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:42 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:42 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:43 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:44 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:44 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:44 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:44 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:45 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:45 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:45 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:46 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:46 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:46 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:46 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:47 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:47 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:47 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:47 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:47 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:48 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:48 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:48 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:48 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:50 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:50 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:51 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:51 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:55 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:55 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:55 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:55 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:55 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:56 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:56 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:56 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:57 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:57 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:59 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:49:59 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:49:59 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:00 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:01 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:01 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:01 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:01 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:01 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:01 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:02 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:02 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:02 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:02 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:02 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:02 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:03 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:03 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:03 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:03 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:06 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:06 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:07 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:07 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:07 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:07 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:07 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:07 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:08 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:08 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:08 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:08 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:08 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:08 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:08 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:08 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:09 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:09 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:09 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:09 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:10 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:10 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:11 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:11 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:12 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:12 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:12 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:12 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:13 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:13 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:13 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:13 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:14 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:14 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:14 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:14 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:14 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:14 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:14 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:14 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:15 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:15 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:15 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:15 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:15 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:15 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:15 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:15 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:15 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:16 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:16 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:16 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:16 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:16 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:17 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:17 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:17 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:17 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:17 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:18 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:18 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:18 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:18 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:18 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:19 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:20 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:20 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:20 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:20 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:20 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:20 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:21 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:22 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:22 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:22 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:22 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:22 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:22 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:22 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:22 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:23 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:23 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:23 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:23 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:23 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:23 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:23 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:23 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:24 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:24 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:25 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:25 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:25 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:26 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:26 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:26 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:27 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:27 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:29 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:29 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:29 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:29 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:29 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:29 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:29 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:29 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:29 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:29 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:30 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:30 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:30 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:30 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:30 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:31 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:32 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:32 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:32 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:32 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:32 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:32 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:32 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:32 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:34 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:34 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:36 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:36 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:36 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:36 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:36 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:37 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:37 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:37 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:37 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:37 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:37 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:37 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:37 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:38 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:38 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:38 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:38 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:38 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:39 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:39 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:39 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:39 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:39 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:39 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:41 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:41 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:42 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:42 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:42 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:42 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:42 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:42 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:42 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:42 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:42 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:42 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:43 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:43 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:43 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:43 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:43 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:43 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:43 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:44 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:44 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:44 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:44 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:44 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:45 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:45 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:45 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:47 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:47 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:48 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:48 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:49 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:49 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:50 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:50 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:50 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:50 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:50 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:50 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:50 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:50 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:50 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:50 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:51 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:51 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:52 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:53 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:53 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:53 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:53 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:54 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:54 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:54 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:54 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:54 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:54 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:54 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:55 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:55 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:55 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:55 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:55 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:56 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:56 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:56 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:56 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:56 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:57 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:57 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:57 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:57 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:57 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:57 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:58 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:59 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:50:59 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:50:59 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:00 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:00 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:00 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:00 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:00 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:00 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:00 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:00 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:01 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:01 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:01 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:01 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:03 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:03 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:04 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:04 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:04 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:04 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:04 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:05 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:05 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:05 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:05 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:05 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:05 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:05 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:05 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:05 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:05 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:05 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:06 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:06 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:06 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:06 - INFO - 	 ***** Running Inference on 1 texts *****
09/12/2025 12:51:06 - INFO - 	 Tokenize 1 inputs...
09/12/2025 12:51:07 - INFO - 	 ***** Running Inference on 1 texts *****
